ID объекта СКУП;Адрес УИК/ТИК;Наименование УИК/ТИК;Технология подключения;Техническое решение;Наименование Оператора ПМ;Информация по организации канала до объекта;Принадлженость объекта к МЦТЭТ: АМЦТЭТ,ТГЦТЭТ, ВМЦТЭТ, НМЦТЭТ, КМЦТЭТ, УСТП-1,УСТП-2,УСТП-3,УСТП-4,УСТП-5,УСТП-6,УСТП-7;Информацию заносит сотрудник ТБ. Вид наряда на организацию канала: по существующему подключению ВОЛС/МЕДЬ. организация нового канала ВОЛС/МЕДЬ;Ком. блок. Наряд выписан № наряда;Необходимость оконечного оборудования (модемы:ADSL/SHDSL, коммутатор 8 портов);IP-adress/Port Оборудования на УД (DSLAM, комметатор агригации);Канал организован и протестирован скорость соответствует Да/Нет;Указать порт на оконечном устройстве. Его необходимо заклеить монтажной лентой с пометкой выборы.;Место расположение оконечного устройства;Примечание;IP addres коммутатора на объекте (при его наличии);Готовность объекта. ДА;Выделенная сеть;Учёт оборудования;RID объекта;Подрядчик;IP адрес CAM1 Комиссия;IP адрес CAM2 Урна;IP адрес коммутатора в шкафу УИК/ТИК;IP адрес контроллера;Канал прописан РЦУСС;Камера зарегистрирована;IP шлюза;Vlan на PE;Description;ФИО основного ответственного за УИК;E-mail основного ответственного за УИК;Контактный телефон (служебный/сотовый) основного ответственного за УИК;ФИО заместителя на время отсутствия основного ответственного за УИК;E-mail заместителя на время отсутствия основного ответственного за УИК;Контактный телефон (служебный/сотовый) заместителя на время отсутствия основного ответственного за УИК;Объект принят 2ЛТП и сдан в эксплуатацию;Контроллер сконфигурирован и подключен. ДА;Статус;Online Test;Протестировано;Cинхронизация;Акт П16 подписан, демонтаж произведён;;;;;
139244;поселок Южный,переулок Административный,4;УИК №1077;Организация канала по технологии SHDSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);ВМЦТЭТ;Организация нового канала медь;863930107727294.18;Не требуется ;mx-80 80.254.100.62 GE 1/0/6;да;10.30.95.80  Q8200 0/0/13;здание начальной школы №2;;;9.02.18;10.234.76.112/28;;B61K1077;АРК Инжиниринг;10.234.76.114;10.234.76.115;10.234.76.126;10.234.76.116;09.02.18;да;10.234.76.113;3223;1077posYuzhnyyperAdministrativnyy4; 	Литвинов Андрей Рустамович;Andrey.Litvinov@south.rt.ru;+79585751510, 8639530055;Король Игорь Викторович;Igor.Korol@south.rt.ru; 	+79381507329, 8639530055;да;ДА;danger;Online Test;02.03.18 Попов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139245;село Марфинка,Центральная,59А;УИК №1087;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);ТМЦТЭТ;организация нового канала МЕДЬ;863930108240538.18, 863930108240562.18;SHDSL модем;коммутатор 10.30.41.49  порт 5 - 24 порт Qtech Q8200 10.30.41.149 - 1/0/0 juniper MX80-P;да;10.30.41.49  Ethernet0/0/6;с. Марфинка ул. Центральная 59А (дом культуры);требуется протянуть витую пару до изб. комиссии - 30метров.;нет;09.02.18;10.234.76.128/28;;B61K1087;АРК Инжиниринг;10.234.76.130;10.234.76.131;10.234.76.142;10.234.76.132;09.02.18;да;10.234.76.129;3224;1087sMarfinkaCentralnaya59A;Назаренко Татьяна Викторовна;T.Nazarenko@south.rt.ru;+7989-633-4657, 8634120900;Кондратенко Владимир Николаевич;;79381254483;;Да;danger;Online Test;02.03.18 Попов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139246;село Анастасиевка,Ленина,49;УИК №1088;Организация канала по технологии SHDSL;Т-8;ПАО "Ростелеком";Существующая Медь (доумощнение);ТМЦТЭТ;организация нового канала МЕДЬ;863930108240667.18, 863930108240692.18;SHDSL модем;коммутатор 10.30.41.37  порт 5 - 22 порт Qtech Q8200 10.30.41.149 - 1/0/0 juniper MX80-P;да;нет;с. Анастасиевка ул. Ленина 49 (дом культуры);требуется протянуть витую пару до изб. комиссии - 30метров.;нет;09.02.18;10.234.76.144/28;;B61K1088;АРК Инжиниринг;10.234.76.146;10.234.76.147;10.234.76.158;10.234.76.148;09.02.18;да;10.234.76.145;3225;1088sAnastasievkaLenina49;Назаренко Татьяна Викторовна;T.Nazarenko@south.rt.ru;+7989-633-4657, 8634120900;Кондратенко Владимир Николаевич;;79381254483;;Да;danger;Online Test;02.03.18 Попов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139247;село Латоново,Ленина,44;УИК №1096;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);ТМЦТЭТ;организация нового канала МЕДЬ;863930108241054.18, 863930108241123.18;SHDSL модем;коммутатор 10.30.41.29  порт 6 - 17 порт Catalist 3750G  (10.30.41.2) - порт 1/2/0 juniper MX80-P;да;нет; с. Латоново ул. Ленина 44 (Латоновская школа);требуется протянуть витую пару до изб. комиссии - 30метров.;нет;09.02.18;10.234.76.160/28;;B61K1096;АРК Инжиниринг;10.234.76.162;10.234.76.163;10.234.76.174;10.234.76.164;09.02.18;да;10.234.76.161;3226;1096sLatonovoLenina44;Назаренко Татьяна Викторовна;T.Nazarenko@south.rt.ru;+7989-633-4657, 8634120900;Кондратенко Владимир Николаевич;;79381254483;да;Да;danger;Online Test;02.03.18 Попов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139249;поселок Матвеев Курган,Донецкая,1;УИК №1099;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);ТМЦТЭТ;Оргпнизация по существующему каналу ВОЛС;863930108240218.18;коммутатор 8 портов;10.30.41.42/25  juniper MX80-P/1/2/6;да;10;п. Матвеев Курган ул. Донецкая 1 (школа №2);требуется протянуть витую пару до изб. комиссии - 30метров.;10.30.41.201;08.02.18;10.234.76.176/28;;B61K1099;АРК Инжиниринг;10.234.76.178;10.234.76.179;10.234.76.190;10.234.76.180;08.02.18;да;10.234.76.177;3227;1099posMatveevKurganDoneckaya1;Назаренко Татьяна Викторовна;T.Nazarenko@south.rt.ru;+7989-633-4657, 8634120900;Вагин Виктор Александрович;;79508482317;;Да;danger;Online Test;Довгань  01.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139250;поселок Матвеев Курган,1-я Пятилетка,42;УИК №1100;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);ТМЦТЭТ;Оргпнизация по существующему каналу ВОЛС;863930108240274.18;не требуется;10.30.41.155/5 - 1/2/2 juniper MX80-P;да;10.41.2.129 eth0/0/6; п. Матвеев Курган ул. 1-я Пятилетка 42 (поссовет);требуется протянуть витую пару до изб. комиссии - 30метров.;10.41.2.129;08.02.18;10.234.76.192/28;;B61K1100;АРК Инжиниринг;10.234.76.194;10.234.76.195;10.234.76.206;10.234.76.196;08.02.18;да;10.234.76.193;3228;1100posMatveevKurgan1aPyatiletka42;Назаренко Татьяна Викторовна;T.Nazarenko@south.rt.ru;+7989-633-4657, 8634120900;Вагин Виктор Александрович;;79508482317;;Да;danger;Online Test;Довгань  01.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139251;поселок Матвеев Курган,1 Мая,18;УИК №1101;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);ТМЦТЭТ;Оргпнизация по существующему каналу ВОЛС;863930108240331.18;не требуется;80.254.122.78/1/2/7;да;12; п. Матвеев Курган ул. 1 Мая 18 (МФЦ);требуется протянуть витую пару до изб. комиссии - 30метров.;10.30.41.18;08.02.18;10.234.76.208/28;;B61K1101;АРК Инжиниринг;10.234.76.210;10.234.76.211;10.234.76.222;10.234.76.212;08.02.18;да;10.234.76.209;3229;1101posMatveevKurgan1Maya18;Назаренко Татьяна Викторовна;T.Nazarenko@south.rt.ru;+7989-633-4657, 8634120900;Вагин Виктор Александрович;;79508482317;;Да;danger;Online Test;Довгань  01.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139252;поселок Матвеев Курган,1-я Пятилетка,107;УИК №1102;Организация канала по технологии SHDSL;Т-8;ПАО "Ростелеком";Существующая Медь (доумощнение);ТМЦТЭТ;организация нового канала МЕДЬ;863930108243587.18, 863930108243623.18;SHDSL модем;10.30.41.13/11;да;нет; п. Матвеев Курган ул. 1-я Пятилетка 107 (Дом культуры);требуется протянуть витую пару до изб. комиссии - 30метров.;нет;12.02.18;10.234.76.224/28;;B61K1102;АРК Инжиниринг;10.234.76.226;10.234.76.227;10.234.76.238;10.234.76.228;да 12.02.2018;да;10.234.76.225;3230;1102posMatveevKurgan1aPyatiletka107;Назаренко Татьяна Викторовна;T.Nazarenko@south.rt.ru;+7989-633-4657, 8634120900;Вагин Виктор Александрович;;79508482317;;да;danger;Online Test;02.03.18 Попов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139253;поселок Матвеев Курган,Славы,6/Б;УИК №1103;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);ТМЦТЭТ;организация нового канала МЕДЬ;863930108243699.18, 863930108243738.18;SHDSL модем;10.30.41.13/12;да;нет;п. Матвеев Курган ул. Славы 6Б (Детская школа исскуств);требуется протянуть витую пару до изб. комиссии - 30метров.;нет;08.02.18;10.234.76.240/28;;B61K1103;АРК Инжиниринг;10.234.76.242;10.234.76.243;10.234.76.254;10.234.76.244;08.02.18;да;10.234.76.241;3231;1103posMatveevKurganSlavy6_B;Назаренко Татьяна Викторовна;T.Nazarenko@south.rt.ru;+7989-633-4657, 8634120900;Вагин Виктор Александрович	;;79508482317;;да;danger;Online Test;02.03.18 Попов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139254;село Авило-Успенка,Ленина,60;УИК №1110;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);ТМЦТЭТ;организация нового канала МЕДЬ;863930108242249.18, 863930108242836.18;SHDSL модем;коммутатор 10.30.41.31  порт 6 - Quidway  S2309 (10.30.41.39) - 1 порт - Catalist 3750G series (10.30.41.2) - 21 порт - juniper MX80-P -1/2/0;да;нет; с. Авило-Успенка ул. Ленина 60 (дом культуры);требуется протянуть витую пару до изб. комиссии - 30метров.;нет;09.02.18;10.234.77.0/28;;B61K1110;АРК Инжиниринг;10.234.77.2;10.234.77.3;10.234.77.14;10.234.77.4;09.02.18;да;10.234.77.1;3232;1110sAvilo_UspenkaLenina60;Назаренко Татьяна Викторовна;T.Nazarenko@south.rt.ru;+7989-633-4657, 8634120900;Вагин Виктор Александрович ;;79508482317;;да;danger;Online Test;;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139255;село Ряженое,Ленина,4;УИК №1113;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);ТМЦТЭТ;организация нового канала МЕДЬ;863930108243372.18, 863930108243397.18;SHDSL модем;Коммутатор 10.30.41.36  порт 3 - Dlink 3526 10.30.41.9 порт 5 - juniper MX80-P 1/2/4 порт;да;нет;с. Ряженое ул. Ленина 4 (дом культуры);требуется протянуть витую пару до изб. комиссии - 30метров.;нет;13.02.18;10.234.77.16/28;;B61K1113;АРК Инжиниринг;10.234.77.18;10.234.77.19;10.234.77.30;10.234.77.20;13.02.2018;да;10.234.77.17;3233;1113sRyazhenoeLenina4; Назаренко Татьяна Викторовна ;T.Nazarenko@south.rt.ru; +7989-633-4657, 8634120900 ;Вагин Виктор Александрович;;79508482317;;да;danger;Online Test;02.03.18 Попов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139256;село Рясное,Таганрогская,2А;УИК №1114;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);ТМЦТЭТ;организация нового канала МЕДЬ;863930108243463.18, 863930108243482.18;SHDSL модем;коммутатор 10.30.41.9  порт 3на 1.2.4 порт juniper MX80-P;да;на порту 3 10.30.41.9  прописан влан 1641  влан 1114 доброшен до 10.30.41.9   "нет";, с. Рясное ул. Таганрогская 2А (Комбайновская школа);требуется протянуть витую пару до изб. комиссии - 30метров.;нет;13.02.18;10.234.77.32/28;;B61K1114;АРК Инжиниринг;10.234.77.34;10.234.77.35;10.234.77.46;10.234.77.36;да;да;10.234.77.33;3234;1114sRyasnoeTaganrogskaya2A;Назаренко Татьяна Викторовна ;T.Nazarenko@south.rt.ru;+7989-633-4657, 8634120900 ;Вагин Виктор Александрович;;79508482317;;да;danger;Online Test;02.03.18 Попов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139257;слобода Волошино,Ленина,27;УИК №1140;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);КМЦТЭТ;организация нового канала медь;863930106602731.17  863930106602874.17;ADSL-модем ;RST-MLR-VOLO-DSL1-H5300 10.30.85.11 порт 4/0/6 vlan 1005;;;Актовый зал Администрации Волошинского сельского поселения;;;12.02.18;10.234.77.48/28;5 очередь;B61K1140;АИСиС -Регион;10.234.77.50;10.234.77.51;10.234.77.62;10.234.77.52;07.02.18;да;10.234.77.49;3235;1140slobodaVoloshinoLenina27;Ващенко Юрий Владимирович;Yuriy.Vashchenko@south.rt.ru;+7(918)-540-04-66;Абакумов Александр Григорьевич;Aleksandr.Abakumov@south.rt.ru;+7(918)-540-04-88;;Да;warning;Online Test;06.03.18 Попов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139258;станица Мальчевская,Голдобина,2;УИК №1149;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);КМЦТЭТ;организация нового канала медь;863930106602971.17  863930106603059.17;ADSL-модем;RST-MLR-MALCH-DSL1-H5600 10.30.85.14 порт 0/4/0;;;Столовая  Мальчевской СОШ;;;14.02.18;10.234.77.64/28;5 очередь;B61K1149;АИСиС -Регион;10.234.77.66;10.234.77.67;10.234.77.78;10.234.77.68;07.02.18;да;10.234.77.65;3236;1149stMalchevskayaGoldobina2;Ващенко Юрий Владимирович;Yuriy.Vashchenko@south.rt.ru;+7(918)-540-04-66;Абакумов Александр Григорьевич;Aleksandr.Abakumov@south.rt.ru;+7(918)-540-04-88;;Да;danger;Online Test;06.03.18 Попов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139260;слобода Криворожье,Ленина,33;УИК №1165;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);КМЦТЭТ;организация нового канала медь;863930106603138.17  863930106603213.17;ADSL-модем;RST-MLR-KRIV-DSL1-FG120 10.30.85.191 порт 3/9;;;Актовый зал Администрации Криворожского сельского поселения;;;13.02.18;10.234.77.80/28;4 очередь;B61K1165;АИСиС -Регион;10.234.77.82;10.234.77.83;10.234.77.94;10.234.77.84;4.02.18;да;10.234.77.81;3237;1165slobodaKrivorozheLenina33;Ващенко Юрий Владимирович;Yuriy.Vashchenko@south.rt.ru;+7(918)-540-04-66;Абакумов Александр Григорьевич;Aleksandr.Abakumov@south.rt.ru;+7(918)-540-04-88;;Да;danger;Online Test;;Необходима синхронизация на стенде;;;;;;
139284;хутор  Морозов,Дорожная,34А;УИК №1225;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);КМЦТЭТ;существующее подключение медь;863930107729215.18;Модемы SHDSL;10.30.84.7/ gi7/1/1;да;Eth0/0/1;читальный зал;;10.30.84.60;12.02.18;10.234.77.96/28;5 очередь;B61K1225;АИСиС -Регион;10.234.77.98;10.234.77.99;10.234.77.110;10.234.77.100;07.02.18;да;10.234.77.97;3238;1225xMorozovDorozhnaya34A;Кирик Евгений Геннадьевич;Evgeniy.Kirik@south.rt.ru;+7(918)-540-23-02;Мельничук Евгений Емельянович;Evgeniy.Melnichuk@south.rt.ru;+7(958)-575-13-75;;;danger;Online Test;02.03.18 Попов;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139296;село Чалтырь,Мясникяна,88;УИК №1266;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);НМЦТЭТ;организация нового канала ВОЛС;863930108130876.18;нет;10.30.49.3/eth1/0/16;да;eth_0/0/3;Кабинет системного администратора, 2 этаж, правое крыло;;10.49.3.16;10.02.18;10.234.77.112/28;;B61K1266;АРК Инжиниринг;10.234.77.114;10.234.77.115;10.234.77.126;10.234.77.116;10.02.18;да;10.234.77.113;3239;1266sChaltyrMyasnikyana88;Хачкинаян Галуст Акопович;Galust.Khachkinayan@south.rt.ru;8-918-539-79-39;Асланян Валерий Бедросович;Valeriy.Aslanyan@south.rt.ru;8-989-616-31-67;;да;success;Online Test;Довгань  01.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139297;село Чалтырь,Октябрьская,36;УИК №1267;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);НМЦТЭТ;организация нового канала ВОЛС ;863930108132030.18;нет;10.30.49.3/eth1/0/2;да;eth_0/0/20;2 этаж, коридор возле кабинета информатики;;10.49.3.2;11.02.18;10.234.77.128/28;;B61K1267;АРК Инжиниринг;10.234.77.130;10.234.77.131;10.234.77.142;10.234.77.132;10.02.18;да;10.234.77.129;3240;1267sChaltyrOktyabrskaya36;Хурдаян Ашот Заурович;Ashot.Hurdayan@south.rt.ru;8-958-575-13-09;Хатламаджиев Амбарцум Арамович;Ambartcum.Hatlamadzhiev@south.rt.ru;8-989-702-71-42;;да;success;Online Test;Довгань  01.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139298;село Чалтырь,6-я линия,86;УИК №1268;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);НМЦТЭТ;организация нового канала ВОЛС ;863930108132133.18;нет;10.30.49.3/eth1/0/3;да;eth_0/0/20;1 этаж, комната вахтера;Install 03/02/2018;10.49.3.3;03.02.18;10.234.77.144/28;Добавлено;B61K1268;1;10.234.77.146;10.234.77.147;10.234.77.158;10.234.77.148;30.01.18;да;10.234.77.145;3241;1268sChaltyr6aliniya86;Хурдаян Ашот Заурович;Ashot.Hurdayan@south.rt.ru;8-958-575-13-09;Хатламаджиев Амбарцум Арамович;Ambartcum.Hatlamadzhiev@south.rt.ru;8-989-702-71-42;;нет. Существующий шкаф без контроллера.;danger;Online Test;Довгань  01.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139367;село Лакедемоновка,Ленина,50/Б;УИК №1291;Организация канала по технологии SHDSL;Т-8;ПАО "Ростелеком";Существующая Медь (доумощнение);ТМЦТЭТ;организация нового канала МЕДЬ;863930108116236.18, 863930108116273.18;SHDSL модем (2шт.) в наличии;Qtech 8200, ip 10.30.47.124 port 1/0/14;да;нет;с. Лакедемоновка ул. им. Ленина (здание сельского клуба), д. 50"б";UTP5E- 50м;нет;14.02.18;10.234.77.160/28;;B61K1291;АРК Инжиниринг;10.234.77.162;10.234.77.163;10.234.77.174;10.234.77.164;14.02.18;да;10.234.77.161;3242;1291sLakedemonovkaLenina50_B;Криклюк Владимир Алексеевич;ladimir.Kriklyuk@rst.south.rt.ru;ladimir.Kriklyuk@rst.south.rt.ru;Пивоваров Юрий Николаевич;Yuriy.Pivovarjov@south.rt.ru;8-989-633-24-72;;Да;danger;Online Test;Романов 07.03.18 FAIL;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139373;село Петрушино,имени Ворошилова,102;УИК №1304;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);ТМЦТЭТ;Организация по существующему каналу ВОЛС;863930108240389.18;ONT роутер;10.30.43.22/ Eltex LTP-8 1/57 HWTC93CA3D64 ;да;коммутатор 10.30.47.13/GE 0/0/2 vlan 1304 прописан до МХ480 80.254.100.14 ae1;с. Петрушино ул. им. Ворошилова (здание сельского клуба), д. 102;17.03 Камера10.234.77.178 нарушена цветопередача заменили из ЗИП  UTP5E-50м;нет;14.02.18;10.234.77.176/28;;B61K1304;АРК Инжиниринг;10.234.77.178;10.234.77.179;10.234.77.190;10.234.77.180;07.02.18;да;10.234.77.177;3243;1304sPetrushinoimeniVoroshilova102;Криклюк Владимир Алексеевич;Vladimir.Kriklyuk@rst.south.rt.ru;8-989-633-66-39;Пивоваров Юрий Николаевич;Yuriy.Pivovarjov@south.rt.ru;8-989-633-24-72;;Да;danger;Online Test;Довгань  01.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139375;село Покровское,переулок имени Маяковского,3;УИК №1319;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);ТМЦТЭТ;Организация по существующему каналу ВОЛС;863930108240427.18;не требуется;10.30.47.24/Коммутатор Cisco Catalist 3750G - GI1/0/7;да;Коммутатор 10.30.47.174/Eth 0/0/20;с. Покровское пер. им. Маяковского (здание школы № 2), д. 3;19.02 подготовлена камера для замены.18.02 Некорректная цветопередача у камеры комиссия UTP5E-50м;10.30.47.174;13.02.18;10.234.77.192/28;;B61K1319;АРК Инжиниринг;10.234.77.194;10.234.77.195;10.234.77.206;10.234.77.196;13.02.18;да;10.234.77.193;3244;1319sPokrovskoeperimeniMayakovskogo3;Криклюк Владимир Алексеевич;Vladimir.Kriklyuk@rst.south.rt.ru;8-989-633-66-39;Пивоваров Юрий Николаевич;Yuriy.Pivovarjov@south.rt.ru;8-989-633-24-72;;да;danger;Online Test;Довгань  01.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139376;село Покровское,переулок Тургеневский,12;УИК №1320;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);ТМЦТЭТ;Организация по существующему каналу ВОЛС;863930108240483.18;нет;10.30.47.18/ Коммутатор Huawei S5328 port 0/0/9;да;Коммутатор 10.30.47.164/Eth 0/0/8;с. Покровское пер. Тургеневский (здание дома культуры, 2 этаж), д. 12;UTP5E- 90м;10.30.47.164;15.02.18;10.234.77.208/28;;B61K1320;АРК Инжиниринг;10.234.77.210;10.234.77.211;10.234.77.222;10.234.77.212;15.02.18;да;10.234.77.209;3245;1320sPokrovskoeperTurgenevskiy12;Криклюк Владимир Алексеевич;Vladimir.Kriklyuk@rst.south.rt.ru;8-989-633-66-39;Пивоваров Юрий Николаевич;Yuriy.Pivovarjov@south.rt.ru;8-989-633-24-72;;да;danger;Online Test;Довгань  01.03.18  Fail;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139377;село Покровское,имени Ленина,438;УИК №1321;Организация канала по технологии SHDSL;Т-8;ПАО "Ростелеком";Существующая Медь (доумощнение);ТМЦТЭТ;организация нового канала МЕДЬ;863930108116357.18, 863930108116393.18;SHDSL модем (2шт.) в наличии;10.30.47.53/ Коммутатор Huawei S3328 port 0/0/20;да;не установлен;с. Покровское ул. им. Ленина (здание школы № 2), д. 438;;нет;17.02.18;10.234.77.224/28;;B61K1321;АРК Инжиниринг;10.234.77.226;10.234.77.227;10.234.77.238;10.234.77.228;17.02.18;да;10.234.77.225;3246;1321sPokrovskoeimeniLenina438;Криклюк Владимир Алексеевич;Vladimir.Kriklyuk@rst.south.rt.ru; 8-989-633-66-39 ;Пивоваров Юрий Николаевич;Yuriy.Pivovarjov@south.rt.ru;8-989-633-24-72;;да;success;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139378;село Покровское,Привокзальная,38;УИК №1322;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);ТМЦТЭТ;Организация по существующему каналу ВОЛС;863930108240497.18;не требуется;10.30.47.18/ Коммутатор Huawei S5328 port 0/0/11;да;D-Link DES 3200-28 / 23 порт;с. Покровское ул. Привокзальная (здание ХПП, 2 этаж), д. 38;UTP5E- 50м;D-Link DES 3200-28 / 23 порт;19.02.18;10.234.77.240/28;;B61K1322;АРК Инжиниринг;10.234.77.242;10.234.77.243;10.234.77.254;10.234.77.244;16.02.18;да;10.234.77.241;3247;1322sPokrovskoePrivokzalnaya38;Криклюк Владимир Алексеевич;Vladimir.Kriklyuk@rst.south.rt.ru;8-989-633-66-39 ;Пивоваров Юрий Николаевич;Yuriy.Pivovarjov@south.rt.ru;8-989-633-24-72;;да;danger;Online Test;Довгань  01.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139381;село Приморка,Советская,2;УИК №1329;Организация канала по технологии SHDSL;Т-8;ПАО "Ростелеком";Существующая Медь (доумощнение);ТМЦТЭТ;организация нового канала МЕДЬ;863930108129087.18,863930108129138.18;SHDSL модем (2шт.) в наличии	;10.30.47.34/ Коммутатор Qtech QSW8200 port 1/0/22		;да	;не установлен;с. Приморка ул. Советская (здание школы), д. 2	;нет	;Нет	;11.02.18;10.234.78.0/28;;B61K1329;АРК Инжиниринг;10.234.78.2;10.234.78.3;10.234.78.14;10.234.78.4;11.02.18;да;10.234.78.1;3249/3248;1329sPrimorkaSovetskaya2;Криклюк Владимир Алексеевич;Vladimir.Kriklyuk@rst.south.rt.ru;8-989-633-66-39 ;Пивоваров Юрий Николаевич;Yuriy.Pivovarjov@south.rt.ru;8-989-633-24-72;;да;warning;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139382;село Приморка,имени Ленина,239/Б;УИК №1330;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);ТМЦТЭТ;Организация по существующему каналу ВОЛС;863930108240557.18;не требуется;10.30.47.34/ Коммутатор Qtech QSW8200 port 1/0/21	;да;не установлен	;с. Приморка ул. им. Ленина (здание сельского клуба), д. 239"б"		;	UTP5E- 95м;Нет;11.02.18;10.234.78.16/28;;B61K1330;АРК Инжиниринг;10.234.78.18;10.234.78.19;10.234.78.30;10.234.78.20;11.02.18;да;10.234.78.17;3249/3248;1330sPrimorkaimeniLenina239_B;Криклюк Владимир Алексеевич;Vladimir.Kriklyuk@rst.south.rt.ru;8-989-633-66-39 ;Пивоваров Юрий Николаевич;Yuriy.Pivovarjov@south.rt.ru;8-989-633-24-72;;да;warning;Online Test;Довгань  01.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
139383;село Самбек,Кооперативная,27;УИК №1334;Организация канала по технологии SHDSL;Т-8;ПАО "Ростелеком";Существующая Медь (доумощнение);ТМЦТЭТ;организация нового канала МЕДЬ;863930108129272.18, 863930108129312.18;SHDSL модем (2шт.) в наличии	;10.30.47.68/ Коммутатор Huawei S2309 port 0/0/8;да;не установлен		;с. Самбек ул. Кооперативная (здание сельского клуба), д. 27	;нет;Нет	;15.02.18;10.234.78.32/28;;B61K1334;АРК Инжиниринг;10.234.78.34;10.234.78.35;10.234.78.46;10.234.78.36;12.02.18;да;10.234.78.33;3250;1334sSambekKooperativnaya27;Криклюк Владимир Алексеевич;Vladimir.Kriklyuk@rst.south.rt.ru;8-989-633-66-39 ;Пивоваров Юрий Николаевич;Yuriy.Pivovarjov@south.rt.ru;8-989-633-24-72;;да;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
